Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;14;0.95;0.50;0.70;IBk;no feature selection;sensitive learning;Oversampling;480.00;61.00;166.00;54.00;0.89;0.90;0.86;0.64
SYNCOPE;15;0.95;0.50;0.04;IBk;no feature selection;sensitive learning;Oversampling;32.00;540.00;189.00;0.00;0.06;1.00;0.59;0.03
SYNCOPE;16;0.97;0.50;0.03;IBk;no feature selection;sensitive learning;Oversampling;0.00;4.00;541.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.96;0.50;0.72;IBk;no feature selection;sensitive learning;Oversampling;2.00;0.00;214.00;547.00;1.00;0.00;0.59;0.00
SYNCOPE;18;0.96;0.50;0.62;IBk;no feature selection;sensitive learning;Oversampling;26.00;45.00;248.00;444.00;0.37;0.06;0.51;-0.08
SYNCOPE;19;0.96;0.50;0.81;IBk;no feature selection;sensitive learning;Oversampling;648.00;2.00;167.00;56.00;1.00;0.92;0.98;0.81
SYNCOPE;20;0.96;0.50;0.82;IBk;no feature selection;sensitive learning;Oversampling;702.00;14.00;151.00;26.00;0.98;0.96;0.92;0.86
SYNCOPE;21;0.96;0.50;0.13;IBk;no feature selection;sensitive learning;Oversampling;93.00;651.00;129.00;26.00;0.13;0.78;0.45;-0.02
SYNCOPE;22;0.96;0.50;0.99;IBk;no feature selection;sensitive learning;Oversampling;668.00;13.00;0.00;221.00;0.98;0.75;0.26;-0.03
SYNCOPE;23;0.96;0.50;0.99;IBk;no feature selection;sensitive learning;Oversampling;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;24;0.96;0.50;1.00;IBk;no feature selection;sensitive learning;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;IBk;no feature selection;sensitive learning;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.94;0.50;0.01;IBk;no feature selection;sensitive learning;Oversampling;4.00;424.00;1001.00;9.00;0.01;0.31;0.50;0.00
SYNCOPE;27;0.94;0.50;0.01;IBk;no feature selection;sensitive learning;Oversampling;1.00;154.00;1415.00;7.00;0.01;0.13;0.46;0.00
SYNCOPE;28;0.95;0.50;0.01;IBk;no feature selection;sensitive learning;Oversampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;IBk;no feature selection;sensitive learning;Oversampling;2.00;6.00;1587.00;116.00;0.25;0.02;0.53;0.02
SYNCOPE;30;0.95;0.50;0.01;IBk;no feature selection;sensitive learning;Oversampling;11.00;510.00;1227.00;3.00;0.02;0.79;0.78;0.03
MEAN;;;;;;;;;159.23;114.23;520.80;78.67;0.44;0.43;0.56;0.21
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;IBk;no feature selection;no sensitive;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;IBk;no feature selection;no sensitive;Undersampling;2.00;117.00;430.00;0.00;0.02;1.00;0.89;0.03
SYNCOPE;3;0.02;0.50;0.00;IBk;no feature selection;no sensitive;Undersampling;2.00;64.00;484.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;4;0.03;0.50;0.01;IBk;no feature selection;no sensitive;Undersampling;3.00;182.00;363.00;2.00;0.02;0.60;0.66;0.01
SYNCOPE;5;0.04;0.50;0.13;IBk;no feature selection;no sensitive;Undersampling;42.00;343.00;137.00;30.00;0.11;0.58;0.43;-0.05
SYNCOPE;6;0.23;0.50;0.07;IBk;no feature selection;no sensitive;Undersampling;35.00;274.00;246.00;4.00;0.11;0.90;0.68;0.09
SYNCOPE;7;0.31;0.50;0.07;IBk;no feature selection;no sensitive;Undersampling;20.00;115.00;405.00;19.00;0.15;0.51;0.66;0.14
SYNCOPE;8;0.31;0.50;0.04;IBk;no feature selection;no sensitive;Undersampling;3.00;1.00;707.00;24.00;0.75;0.11;0.55;0.19
SYNCOPE;9;0.41;0.50;0.05;IBk;no feature selection;no sensitive;Undersampling;2.00;3.00;529.00;24.00;0.40;0.08;0.55;0.12
SYNCOPE;10;0.37;0.50;0.04;IBk;no feature selection;no sensitive;Undersampling;21.00;237.00;469.00;9.00;0.08;0.70;0.68;0.08
SYNCOPE;11;0.40;0.50;0.04;IBk;no feature selection;no sensitive;Undersampling;2.00;0.00;712.00;25.00;1.00;0.07;0.54;0.13
SYNCOPE;12;0.42;0.50;0.48;IBk;no feature selection;no sensitive;Undersampling;17.00;4.00;385.00;337.00;0.81;0.05;0.52;0.04
SYNCOPE;13;0.63;0.50;0.62;IBk;no feature selection;no sensitive;Undersampling;262.00;4.00;279.00;203.00;0.98;0.56;0.77;0.48
SYNCOPE;14;0.74;0.50;0.70;IBk;no feature selection;no sensitive;Undersampling;503.00;130.00;97.00;31.00;0.79;0.94;0.64;0.42
SYNCOPE;15;0.81;0.50;0.04;IBk;no feature selection;no sensitive;Undersampling;32.00;609.00;120.00;0.00;0.05;1.00;0.59;0.02
SYNCOPE;16;0.86;0.50;0.03;IBk;no feature selection;no sensitive;Undersampling;2.00;38.00;507.00;13.00;0.05;0.13;0.57;0.04
SYNCOPE;17;0.81;0.50;0.72;IBk;no feature selection;no sensitive;Undersampling;26.00;2.00;212.00;523.00;0.93;0.05;0.54;0.02
SYNCOPE;18;0.85;0.50;0.62;IBk;no feature selection;no sensitive;Undersampling;65.00;95.00;198.00;405.00;0.41;0.14;0.40;-0.16
SYNCOPE;19;0.86;0.50;0.81;IBk;no feature selection;no sensitive;Undersampling;650.00;15.00;154.00;54.00;0.98;0.92;0.93;0.77
SYNCOPE;20;0.88;0.50;0.82;IBk;no feature selection;no sensitive;Undersampling;703.00;30.00;135.00;25.00;0.96;0.97;0.89;0.79
SYNCOPE;21;0.90;0.50;0.13;IBk;no feature selection;no sensitive;Undersampling;94.00;666.00;114.00;25.00;0.12;0.79;0.43;-0.02
SYNCOPE;22;0.90;0.50;0.99;IBk;no feature selection;no sensitive;Undersampling;669.00;13.00;0.00;220.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.92;0.50;0.99;IBk;no feature selection;no sensitive;Undersampling;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.93;0.50;1.00;IBk;no feature selection;no sensitive;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.94;0.50;0.03;IBk;no feature selection;no sensitive;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.45;0.00
SYNCOPE;26;0.91;0.50;0.01;IBk;no feature selection;no sensitive;Undersampling;4.00;469.00;956.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.90;0.50;0.01;IBk;no feature selection;no sensitive;Undersampling;1.00;157.00;1412.00;7.00;0.01;0.13;0.51;0.00
SYNCOPE;28;0.89;0.50;0.01;IBk;no feature selection;no sensitive;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;IBk;no feature selection;no sensitive;Undersampling;11.00;28.00;1565.00;107.00;0.28;0.09;0.57;0.11
SYNCOPE;30;0.89;0.50;0.01;IBk;no feature selection;no sensitive;Undersampling;13.00;1007.00;730.00;1.00;0.01;0.93;0.69;0.01
MEAN;;;;;;;;;166.77;183.07;451.97;71.13;0.40;0.54;0.60;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;IBk;no feature selection;threshold;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;IBk;no feature selection;threshold;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.02;0.50;0.00;IBk;no feature selection;threshold;Undersampling;2.00;63.00;485.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;4;0.03;0.50;0.01;IBk;no feature selection;threshold;Undersampling;3.00;181.00;364.00;2.00;0.02;0.60;0.63;0.01
SYNCOPE;5;0.04;0.50;0.13;IBk;no feature selection;threshold;Undersampling;42.00;343.00;137.00;30.00;0.11;0.58;0.43;-0.05
SYNCOPE;6;0.23;0.50;0.07;IBk;no feature selection;threshold;Undersampling;35.00;274.00;246.00;4.00;0.11;0.90;0.69;0.09
SYNCOPE;7;0.31;0.50;0.07;IBk;no feature selection;threshold;Undersampling;20.00;115.00;405.00;19.00;0.15;0.51;0.65;0.14
SYNCOPE;8;0.31;0.50;0.04;IBk;no feature selection;threshold;Undersampling;3.00;1.00;707.00;24.00;0.75;0.11;0.55;0.19
SYNCOPE;9;0.41;0.50;0.05;IBk;no feature selection;threshold;Undersampling;2.00;3.00;529.00;24.00;0.40;0.08;0.54;0.12
SYNCOPE;10;0.37;0.50;0.04;IBk;no feature selection;threshold;Undersampling;21.00;237.00;469.00;9.00;0.08;0.70;0.68;0.08
SYNCOPE;11;0.40;0.50;0.04;IBk;no feature selection;threshold;Undersampling;2.00;0.00;712.00;25.00;1.00;0.07;0.54;0.13
SYNCOPE;12;0.42;0.50;0.48;IBk;no feature selection;threshold;Undersampling;17.00;4.00;385.00;337.00;0.81;0.05;0.52;0.04
SYNCOPE;13;0.63;0.50;0.62;IBk;no feature selection;threshold;Undersampling;262.00;4.00;279.00;203.00;0.98;0.56;0.77;0.48
SYNCOPE;14;0.74;0.50;0.70;IBk;no feature selection;threshold;Undersampling;499.00;112.00;115.00;35.00;0.82;0.93;0.72;0.49
SYNCOPE;15;0.81;0.50;0.04;IBk;no feature selection;threshold;Undersampling;32.00;580.00;149.00;0.00;0.05;1.00;0.60;0.02
SYNCOPE;16;0.86;0.50;0.03;IBk;no feature selection;threshold;Undersampling;2.00;38.00;507.00;13.00;0.05;0.13;0.53;0.04
SYNCOPE;17;0.81;0.50;0.72;IBk;no feature selection;threshold;Undersampling;26.00;2.00;212.00;523.00;0.93;0.05;0.52;0.02
SYNCOPE;18;0.85;0.50;0.62;IBk;no feature selection;threshold;Undersampling;61.00;85.00;208.00;409.00;0.42;0.13;0.42;-0.13
SYNCOPE;19;0.86;0.50;0.81;IBk;no feature selection;threshold;Undersampling;650.00;15.00;154.00;54.00;0.98;0.92;0.92;0.77
SYNCOPE;20;0.88;0.50;0.82;IBk;no feature selection;threshold;Undersampling;703.00;25.00;140.00;25.00;0.97;0.97;0.91;0.81
SYNCOPE;21;0.90;0.50;0.13;IBk;no feature selection;threshold;Undersampling;93.00;664.00;116.00;26.00;0.12;0.78;0.47;-0.02
SYNCOPE;22;0.90;0.50;0.99;IBk;no feature selection;threshold;Undersampling;669.00;13.00;0.00;220.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.92;0.50;0.99;IBk;no feature selection;threshold;Undersampling;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.93;0.50;1.00;IBk;no feature selection;threshold;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.94;0.50;0.03;IBk;no feature selection;threshold;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.91;0.50;0.01;IBk;no feature selection;threshold;Undersampling;4.00;469.00;956.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.90;0.50;0.01;IBk;no feature selection;threshold;Undersampling;1.00;155.00;1414.00;7.00;0.01;0.13;0.51;0.00
SYNCOPE;28;0.89;0.50;0.01;IBk;no feature selection;threshold;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;IBk;no feature selection;threshold;Undersampling;11.00;28.00;1565.00;107.00;0.28;0.09;0.54;0.11
SYNCOPE;30;0.89;0.50;0.01;IBk;no feature selection;threshold;Undersampling;13.00;787.00;950.00;1.00;0.02;0.93;0.74;0.02
MEAN;;;;;;;;;166.40;169.57;465.47;71.50;0.40;0.51;0.57;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;IBk;no feature selection;sensitive learning;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;IBk;no feature selection;sensitive learning;Undersampling;2.00;117.00;430.00;0.00;0.02;1.00;0.89;0.03
SYNCOPE;3;0.02;0.50;0.00;IBk;no feature selection;sensitive learning;Undersampling;2.00;63.00;485.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;4;0.03;0.50;0.01;IBk;no feature selection;sensitive learning;Undersampling;3.00;181.00;364.00;2.00;0.02;0.60;0.66;0.01
SYNCOPE;5;0.04;0.50;0.13;IBk;no feature selection;sensitive learning;Undersampling;42.00;343.00;137.00;30.00;0.11;0.58;0.43;-0.05
SYNCOPE;6;0.23;0.50;0.07;IBk;no feature selection;sensitive learning;Undersampling;35.00;274.00;246.00;4.00;0.11;0.90;0.68;0.09
SYNCOPE;7;0.31;0.50;0.07;IBk;no feature selection;sensitive learning;Undersampling;20.00;115.00;405.00;19.00;0.15;0.51;0.66;0.14
SYNCOPE;8;0.31;0.50;0.04;IBk;no feature selection;sensitive learning;Undersampling;3.00;1.00;707.00;24.00;0.75;0.11;0.55;0.19
SYNCOPE;9;0.41;0.50;0.05;IBk;no feature selection;sensitive learning;Undersampling;2.00;3.00;529.00;24.00;0.40;0.08;0.55;0.12
SYNCOPE;10;0.37;0.50;0.04;IBk;no feature selection;sensitive learning;Undersampling;21.00;237.00;469.00;9.00;0.08;0.70;0.68;0.08
SYNCOPE;11;0.40;0.50;0.04;IBk;no feature selection;sensitive learning;Undersampling;2.00;0.00;712.00;25.00;1.00;0.07;0.54;0.13
SYNCOPE;12;0.42;0.50;0.48;IBk;no feature selection;sensitive learning;Undersampling;17.00;4.00;385.00;337.00;0.81;0.05;0.52;0.04
SYNCOPE;13;0.63;0.50;0.62;IBk;no feature selection;sensitive learning;Undersampling;262.00;4.00;279.00;203.00;0.98;0.56;0.77;0.48
SYNCOPE;14;0.74;0.50;0.70;IBk;no feature selection;sensitive learning;Undersampling;499.00;112.00;115.00;35.00;0.82;0.93;0.64;0.49
SYNCOPE;15;0.81;0.50;0.04;IBk;no feature selection;sensitive learning;Undersampling;32.00;580.00;149.00;0.00;0.05;1.00;0.59;0.02
SYNCOPE;16;0.86;0.50;0.03;IBk;no feature selection;sensitive learning;Undersampling;2.00;38.00;507.00;13.00;0.05;0.13;0.57;0.04
SYNCOPE;17;0.81;0.50;0.72;IBk;no feature selection;sensitive learning;Undersampling;26.00;2.00;212.00;523.00;0.93;0.05;0.54;0.02
SYNCOPE;18;0.85;0.50;0.62;IBk;no feature selection;sensitive learning;Undersampling;61.00;85.00;208.00;409.00;0.42;0.13;0.40;-0.13
SYNCOPE;19;0.86;0.50;0.81;IBk;no feature selection;sensitive learning;Undersampling;650.00;15.00;154.00;54.00;0.98;0.92;0.93;0.77
SYNCOPE;20;0.88;0.50;0.82;IBk;no feature selection;sensitive learning;Undersampling;703.00;25.00;140.00;25.00;0.97;0.97;0.89;0.81
SYNCOPE;21;0.90;0.50;0.13;IBk;no feature selection;sensitive learning;Undersampling;93.00;664.00;116.00;26.00;0.12;0.78;0.43;-0.02
SYNCOPE;22;0.90;0.50;0.99;IBk;no feature selection;sensitive learning;Undersampling;669.00;13.00;0.00;220.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.92;0.50;0.99;IBk;no feature selection;sensitive learning;Undersampling;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.93;0.50;1.00;IBk;no feature selection;sensitive learning;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.94;0.50;0.03;IBk;no feature selection;sensitive learning;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.45;0.00
SYNCOPE;26;0.91;0.50;0.01;IBk;no feature selection;sensitive learning;Undersampling;4.00;469.00;956.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.90;0.50;0.01;IBk;no feature selection;sensitive learning;Undersampling;1.00;155.00;1414.00;7.00;0.01;0.13;0.51;0.00
SYNCOPE;28;0.89;0.50;0.01;IBk;no feature selection;sensitive learning;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;IBk;no feature selection;sensitive learning;Undersampling;11.00;28.00;1565.00;107.00;0.28;0.09;0.57;0.11
SYNCOPE;30;0.89;0.50;0.01;IBk;no feature selection;sensitive learning;Undersampling;13.00;787.00;950.00;1.00;0.02;0.93;0.69;0.02
MEAN;;;;;;;;;166.47;173.47;461.57;71.43;0.40;0.54;0.60;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;IBk;no feature selection;no sensitive;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;IBk;no feature selection;no sensitive;Smote;1.00;0.00;547.00;1.00;1.00;0.50;1.00;0.67
SYNCOPE;3;0.75;0.01;0.00;IBk;no feature selection;no sensitive;Smote;1.00;1.00;547.00;1.00;0.50;0.50;1.00;0.50
SYNCOPE;4;0.80;0.01;0.01;IBk;no feature selection;no sensitive;Smote;0.00;9.00;536.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;IBk;no feature selection;no sensitive;Smote;1.00;2.00;478.00;71.00;0.33;0.01;0.54;0.02
SYNCOPE;6;0.86;0.05;0.07;IBk;no feature selection;no sensitive;Smote;5.00;50.00;470.00;34.00;0.09;0.13;0.60;0.03
SYNCOPE;7;0.88;0.06;0.07;IBk;no feature selection;no sensitive;Smote;5.00;10.00;510.00;34.00;0.33;0.13;0.69;0.15
SYNCOPE;8;0.86;0.07;0.04;IBk;no feature selection;no sensitive;Smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.91;0.07;0.05;IBk;no feature selection;no sensitive;Smote;1.00;3.00;529.00;25.00;0.25;0.04;0.55;0.05
SYNCOPE;10;0.89;0.07;0.04;IBk;no feature selection;no sensitive;Smote;7.00;36.00;670.00;23.00;0.16;0.23;0.66;0.15
SYNCOPE;11;0.90;0.07;0.04;IBk;no feature selection;no sensitive;Smote;2.00;0.00;712.00;25.00;1.00;0.07;0.57;0.13
SYNCOPE;12;0.91;0.07;0.48;IBk;no feature selection;no sensitive;Smote;2.00;0.00;389.00;352.00;1.00;0.01;0.57;0.01
SYNCOPE;13;0.92;0.15;0.62;IBk;no feature selection;no sensitive;Smote;239.00;0.00;283.00;226.00;1.00;0.51;0.78;0.44
SYNCOPE;14;0.93;0.22;0.70;IBk;no feature selection;no sensitive;Smote;474.00;49.00;178.00;60.00;0.91;0.89;0.84;0.66
SYNCOPE;15;0.94;0.29;0.04;IBk;no feature selection;no sensitive;Smote;32.00;536.00;193.00;0.00;0.06;1.00;0.64;0.03
SYNCOPE;16;0.95;0.28;0.03;IBk;no feature selection;no sensitive;Smote;0.00;3.00;542.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.94;0.27;0.72;IBk;no feature selection;no sensitive;Smote;2.00;0.00;214.00;547.00;1.00;0.00;0.55;0.00
SYNCOPE;18;0.95;0.32;0.62;IBk;no feature selection;no sensitive;Smote;40.00;58.00;235.00;430.00;0.41;0.09;0.56;-0.09
SYNCOPE;19;0.94;0.36;0.81;IBk;no feature selection;no sensitive;Smote;664.00;3.00;166.00;40.00;1.00;0.94;0.98;0.85
SYNCOPE;20;0.95;0.41;0.82;IBk;no feature selection;no sensitive;Smote;701.00;14.00;151.00;27.00;0.98;0.96;0.94;0.85
SYNCOPE;21;0.95;0.45;0.13;IBk;no feature selection;no sensitive;Smote;92.00;650.00;130.00;27.00;0.12;0.77;0.43;-0.02
SYNCOPE;22;0.96;0.44;0.99;IBk;no feature selection;no sensitive;Smote;669.00;13.00;0.00;220.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.96;0.49;0.99;IBk;no feature selection;no sensitive;Smote;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;24;0.96;0.53;1.00;IBk;no feature selection;no sensitive;Smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.56;0.03;IBk;no feature selection;no sensitive;Smote;23.00;889.00;0.00;0.00;0.03;1.00;0.46;0.00
SYNCOPE;26;0.95;0.55;0.01;IBk;no feature selection;no sensitive;Smote;4.00;468.00;957.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.94;0.52;0.01;IBk;no feature selection;no sensitive;Smote;0.00;80.00;1489.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;IBk;no feature selection;no sensitive;Smote;0.00;1.00;1656.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;IBk;no feature selection;no sensitive;Smote;4.00;17.00;1576.00;114.00;0.19;0.03;0.57;0.04
SYNCOPE;30;0.95;0.44;0.01;IBk;no feature selection;no sensitive;Smote;13.00;644.00;1093.00;1.00;0.02;0.93;0.81;0.02
MEAN;;;;;;;;;159.27;117.87;517.17;78.63;0.45;0.39;0.55;0.20
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;IBk;no feature selection;threshold;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;IBk;no feature selection;threshold;Smote;1.00;0.00;547.00;1.00;1.00;0.50;0.75;0.67
SYNCOPE;3;0.75;0.01;0.00;IBk;no feature selection;threshold;Smote;1.00;1.00;547.00;1.00;0.50;0.50;0.75;0.50
SYNCOPE;4;0.80;0.01;0.01;IBk;no feature selection;threshold;Smote;0.00;9.00;536.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;IBk;no feature selection;threshold;Smote;1.00;2.00;478.00;71.00;0.33;0.01;0.50;0.02
SYNCOPE;6;0.86;0.05;0.07;IBk;no feature selection;threshold;Smote;5.00;50.00;470.00;34.00;0.09;0.13;0.52;0.03
SYNCOPE;7;0.88;0.06;0.07;IBk;no feature selection;threshold;Smote;5.00;10.00;510.00;34.00;0.33;0.13;0.55;0.15
SYNCOPE;8;0.86;0.07;0.04;IBk;no feature selection;threshold;Smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.91;0.07;0.05;IBk;no feature selection;threshold;Smote;1.00;3.00;529.00;25.00;0.25;0.04;0.52;0.05
SYNCOPE;10;0.89;0.07;0.04;IBk;no feature selection;threshold;Smote;7.00;36.00;670.00;23.00;0.16;0.23;0.59;0.15
SYNCOPE;11;0.90;0.07;0.04;IBk;no feature selection;threshold;Smote;2.00;0.00;712.00;25.00;1.00;0.07;0.54;0.13
SYNCOPE;12;0.91;0.07;0.48;IBk;no feature selection;threshold;Smote;2.00;0.00;389.00;352.00;1.00;0.01;0.50;0.01
SYNCOPE;13;0.92;0.15;0.62;IBk;no feature selection;threshold;Smote;239.00;0.00;283.00;226.00;1.00;0.51;0.76;0.44
SYNCOPE;14;0.93;0.22;0.70;IBk;no feature selection;threshold;Smote;470.00;34.00;193.00;64.00;0.93;0.88;0.87;0.70
SYNCOPE;15;0.94;0.29;0.04;IBk;no feature selection;threshold;Smote;32.00;522.00;207.00;0.00;0.06;1.00;0.64;0.03
SYNCOPE;16;0.95;0.28;0.03;IBk;no feature selection;threshold;Smote;0.00;3.00;542.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.94;0.27;0.72;IBk;no feature selection;threshold;Smote;2.00;0.00;214.00;547.00;1.00;0.00;0.50;0.00
SYNCOPE;18;0.95;0.32;0.62;IBk;no feature selection;threshold;Smote;40.00;58.00;235.00;430.00;0.41;0.09;0.44;-0.09
SYNCOPE;19;0.94;0.36;0.81;IBk;no feature selection;threshold;Smote;664.00;3.00;166.00;40.00;1.00;0.94;0.96;0.85
SYNCOPE;20;0.95;0.41;0.82;IBk;no feature selection;threshold;Smote;701.00;13.00;152.00;27.00;0.98;0.96;0.94;0.86
SYNCOPE;21;0.95;0.45;0.13;IBk;no feature selection;threshold;Smote;92.00;646.00;134.00;27.00;0.12;0.77;0.47;-0.02
SYNCOPE;22;0.96;0.44;0.99;IBk;no feature selection;threshold;Smote;669.00;13.00;0.00;220.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.96;0.49;0.99;IBk;no feature selection;threshold;Smote;890.00;0.00;5.00;9.00;1.00;0.99;0.99;0.52
SYNCOPE;24;0.96;0.53;1.00;IBk;no feature selection;threshold;Smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.56;0.03;IBk;no feature selection;threshold;Smote;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.95;0.55;0.01;IBk;no feature selection;threshold;Smote;4.00;468.00;957.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.94;0.52;0.01;IBk;no feature selection;threshold;Smote;0.00;80.00;1489.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;IBk;no feature selection;threshold;Smote;0.00;1.00;1656.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;IBk;no feature selection;threshold;Smote;4.00;17.00;1576.00;114.00;0.19;0.03;0.51;0.04
SYNCOPE;30;0.95;0.44;0.01;IBk;no feature selection;threshold;Smote;12.00;465.00;1272.00;2.00;0.03;0.86;0.79;0.03
MEAN;;;;;;;;;159.10;110.77;524.27;78.80;0.45;0.39;0.52;0.20
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;IBk;no feature selection;sensitive learning;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;IBk;no feature selection;sensitive learning;Smote;1.00;0.00;547.00;1.00;1.00;0.50;1.00;0.67
SYNCOPE;3;0.75;0.01;0.00;IBk;no feature selection;sensitive learning;Smote;1.00;1.00;547.00;1.00;0.50;0.50;1.00;0.50
SYNCOPE;4;0.80;0.01;0.01;IBk;no feature selection;sensitive learning;Smote;0.00;9.00;536.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;IBk;no feature selection;sensitive learning;Smote;1.00;2.00;478.00;71.00;0.33;0.01;0.54;0.02
SYNCOPE;6;0.86;0.05;0.07;IBk;no feature selection;sensitive learning;Smote;5.00;50.00;470.00;34.00;0.09;0.13;0.60;0.03
SYNCOPE;7;0.88;0.06;0.07;IBk;no feature selection;sensitive learning;Smote;5.00;10.00;510.00;34.00;0.33;0.13;0.69;0.15
SYNCOPE;8;0.86;0.07;0.04;IBk;no feature selection;sensitive learning;Smote;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.91;0.07;0.05;IBk;no feature selection;sensitive learning;Smote;1.00;3.00;529.00;25.00;0.25;0.04;0.55;0.05
SYNCOPE;10;0.89;0.07;0.04;IBk;no feature selection;sensitive learning;Smote;7.00;36.00;670.00;23.00;0.16;0.23;0.66;0.15
SYNCOPE;11;0.90;0.07;0.04;IBk;no feature selection;sensitive learning;Smote;2.00;0.00;712.00;25.00;1.00;0.07;0.57;0.13
SYNCOPE;12;0.91;0.07;0.48;IBk;no feature selection;sensitive learning;Smote;2.00;0.00;389.00;352.00;1.00;0.01;0.57;0.01
SYNCOPE;13;0.92;0.15;0.62;IBk;no feature selection;sensitive learning;Smote;239.00;0.00;283.00;226.00;1.00;0.51;0.78;0.44
