Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;21;0.90;0.50;0.13;Naive Bayes;Best First;threshold;Undersampling;89.00;634.00;146.00;30.00;0.12;0.75;0.47;-0.02
SYNCOPE;22;0.90;0.50;0.99;Naive Bayes;Best First;threshold;Undersampling;887.00;0.00;13.00;2.00;1.00;1.00;1.00;0.93
SYNCOPE;23;0.92;0.50;0.99;Naive Bayes;Best First;threshold;Undersampling;888.00;0.00;5.00;11.00;1.00;0.99;0.99;0.47
SYNCOPE;24;0.93;0.50;1.00;Naive Bayes;Best First;threshold;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.94;0.50;0.03;Naive Bayes;Best First;threshold;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.91;0.50;0.01;Naive Bayes;Best First;threshold;Undersampling;12.00;1315.00;110.00;1.00;0.01;0.92;0.50;0.00
SYNCOPE;27;0.90;0.50;0.01;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.89;0.50;0.01;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.89;0.50;0.01;Naive Bayes;Best First;threshold;Undersampling;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;143.17;158.57;476.47;94.73;0.37;0.45;0.49;0.15
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Naive Bayes;Best First;sensitive learning;Undersampling;2.00;67.00;480.00;0.00;0.03;1.00;0.94;0.05
SYNCOPE;3;0.02;0.50;0.00;Naive Bayes;Best First;sensitive learning;Undersampling;1.00;17.00;531.00;1.00;0.06;0.50;0.96;0.09
SYNCOPE;4;0.03;0.50;0.01;Naive Bayes;Best First;sensitive learning;Undersampling;3.00;17.00;528.00;2.00;0.15;0.60;0.96;0.23
SYNCOPE;5;0.04;0.50;0.13;Naive Bayes;Best First;sensitive learning;Undersampling;54.00;123.00;357.00;18.00;0.31;0.75;0.75;0.30
SYNCOPE;6;0.23;0.50;0.07;Naive Bayes;Best First;sensitive learning;Undersampling;39.00;329.00;191.00;0.00;0.11;1.00;0.82;0.07
SYNCOPE;7;0.31;0.50;0.07;Naive Bayes;Best First;sensitive learning;Undersampling;32.00;100.00;420.00;7.00;0.24;0.82;0.87;0.30
SYNCOPE;8;0.31;0.50;0.04;Naive Bayes;Best First;sensitive learning;Undersampling;6.00;47.00;661.00;21.00;0.11;0.22;0.73;0.11
SYNCOPE;9;0.41;0.50;0.05;Naive Bayes;Best First;sensitive learning;Undersampling;10.00;34.00;498.00;16.00;0.23;0.38;0.80;0.24
SYNCOPE;10;0.37;0.50;0.04;Naive Bayes;Best First;sensitive learning;Undersampling;7.00;20.00;686.00;23.00;0.26;0.23;0.74;0.22
SYNCOPE;11;0.40;0.50;0.04;Naive Bayes;Best First;sensitive learning;Undersampling;2.00;7.00;705.00;25.00;0.22;0.07;0.69;0.09
SYNCOPE;12;0.42;0.50;0.48;Naive Bayes;Best First;sensitive learning;Undersampling;6.00;0.00;389.00;348.00;1.00;0.02;0.53;0.02
SYNCOPE;13;0.63;0.50;0.62;Naive Bayes;Best First;sensitive learning;Undersampling;405.00;270.00;13.00;60.00;0.60;0.87;0.51;-0.10
SYNCOPE;14;0.74;0.50;0.70;Naive Bayes;Best First;sensitive learning;Undersampling;528.00;215.00;12.00;6.00;0.71;0.99;0.92;0.06
SYNCOPE;15;0.81;0.50;0.04;Naive Bayes;Best First;sensitive learning;Undersampling;32.00;710.00;19.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.86;0.50;0.03;Naive Bayes;Best First;sensitive learning;Undersampling;5.00;26.00;519.00;10.00;0.16;0.33;0.78;0.19
SYNCOPE;17;0.81;0.50;0.72;Naive Bayes;Best First;sensitive learning;Undersampling;20.00;0.00;214.00;529.00;1.00;0.04;0.50;0.02
SYNCOPE;18;0.85;0.50;0.62;Naive Bayes;Best First;sensitive learning;Undersampling;257.00;6.00;287.00;213.00;0.98;0.55;0.82;0.46
SYNCOPE;19;0.86;0.50;0.81;Naive Bayes;Best First;sensitive learning;Undersampling;45.00;0.00;169.00;659.00;1.00;0.06;0.98;0.03
SYNCOPE;20;0.88;0.50;0.82;Naive Bayes;Best First;sensitive learning;Undersampling;41.00;0.00;165.00;687.00;1.00;0.06;0.99;0.02
SYNCOPE;21;0.90;0.50;0.13;Naive Bayes;Best First;sensitive learning;Undersampling;89.00;634.00;146.00;30.00;0.12;0.75;0.47;-0.02
SYNCOPE;22;0.90;0.50;0.99;Naive Bayes;Best First;sensitive learning;Undersampling;887.00;0.00;13.00;2.00;1.00;1.00;1.00;0.93
SYNCOPE;23;0.92;0.50;0.99;Naive Bayes;Best First;sensitive learning;Undersampling;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;24;0.93;0.50;1.00;Naive Bayes;Best First;sensitive learning;Undersampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.94;0.50;0.03;Naive Bayes;Best First;sensitive learning;Undersampling;23.00;889.00;0.00;0.00;0.03;1.00;0.37;0.00
SYNCOPE;26;0.91;0.50;0.01;Naive Bayes;Best First;sensitive learning;Undersampling;12.00;1315.00;110.00;1.00;0.01;0.92;0.49;0.00
SYNCOPE;27;0.90;0.50;0.01;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.89;0.50;0.01;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.89;0.50;0.07;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.89;0.50;0.01;Naive Bayes;Best First;sensitive learning;Undersampling;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;143.33;160.87;474.17;94.57;0.38;0.51;0.64;0.16
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.01;0.00;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.01;0.01;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;Naive Bayes;Best First;no sensitive;Smote;72.00;335.00;145.00;0.00;0.18;1.00;0.65;0.10
SYNCOPE;6;0.86;0.05;0.07;Naive Bayes;Best First;no sensitive;Smote;39.00;367.00;153.00;0.00;0.10;1.00;0.88;0.05
SYNCOPE;7;0.88;0.06;0.07;Naive Bayes;Best First;no sensitive;Smote;21.00;30.00;490.00;18.00;0.41;0.54;0.86;0.42
SYNCOPE;8;0.86;0.07;0.04;Naive Bayes;Best First;no sensitive;Smote;4.00;14.00;694.00;23.00;0.22;0.15;0.68;0.15
SYNCOPE;9;0.91;0.07;0.05;Naive Bayes;Best First;no sensitive;Smote;7.00;8.00;524.00;19.00;0.47;0.27;0.86;0.32
SYNCOPE;10;0.89;0.07;0.04;Naive Bayes;Best First;no sensitive;Smote;4.00;22.00;684.00;26.00;0.15;0.13;0.65;0.11
SYNCOPE;11;0.90;0.07;0.04;Naive Bayes;Best First;no sensitive;Smote;6.00;20.00;692.00;21.00;0.23;0.22;0.65;0.20
SYNCOPE;12;0.91;0.07;0.48;Naive Bayes;Best First;no sensitive;Smote;18.00;7.00;382.00;336.00;0.72;0.05;0.55;0.03
SYNCOPE;13;0.92;0.15;0.62;Naive Bayes;Best First;no sensitive;Smote;338.00;24.00;259.00;127.00;0.93;0.73;0.85;0.60
SYNCOPE;14;0.93;0.22;0.70;Naive Bayes;Best First;no sensitive;Smote;528.00;214.00;13.00;6.00;0.71;0.99;0.90;0.06
SYNCOPE;15;0.94;0.29;0.04;Naive Bayes;Best First;no sensitive;Smote;32.00;714.00;15.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.95;0.28;0.03;Naive Bayes;Best First;no sensitive;Smote;11.00;106.00;439.00;4.00;0.09;0.73;0.78;0.13
SYNCOPE;17;0.94;0.27;0.72;Naive Bayes;Best First;no sensitive;Smote;33.00;0.00;214.00;516.00;1.00;0.06;0.53;0.03
SYNCOPE;18;0.95;0.32;0.62;Naive Bayes;Best First;no sensitive;Smote;291.00;108.00;185.00;179.00;0.73;0.62;0.81;0.24
SYNCOPE;19;0.94;0.36;0.81;Naive Bayes;Best First;no sensitive;Smote;265.00;100.00;69.00;439.00;0.73;0.38;0.63;-0.12
SYNCOPE;20;0.95;0.41;0.82;Naive Bayes;Best First;no sensitive;Smote;72.00;1.00;164.00;656.00;0.99;0.10;0.99;0.04
SYNCOPE;21;0.95;0.45;0.13;Naive Bayes;Best First;no sensitive;Smote;43.00;138.00;642.00;76.00;0.24;0.36;0.58;0.15
SYNCOPE;22;0.96;0.44;0.99;Naive Bayes;Best First;no sensitive;Smote;889.00;13.00;0.00;0.00;0.99;1.00;1.00;0.00
SYNCOPE;23;0.96;0.49;0.99;Naive Bayes;Best First;no sensitive;Smote;889.00;0.00;5.00;10.00;1.00;0.99;1.00;0.50
SYNCOPE;24;0.96;0.53;1.00;Naive Bayes;Best First;no sensitive;Smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.56;0.03;Naive Bayes;Best First;no sensitive;Smote;21.00;887.00;2.00;2.00;0.02;0.91;0.44;-0.00
SYNCOPE;26;0.95;0.55;0.01;Naive Bayes;Best First;no sensitive;Smote;13.00;1375.00;50.00;0.00;0.01;1.00;0.52;0.00
SYNCOPE;27;0.94;0.52;0.01;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.44;0.01;Naive Bayes;Best First;no sensitive;Smote;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;150.07;149.43;485.60;87.83;0.37;0.44;0.55;0.13
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;Naive Bayes;Best First;threshold;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;Naive Bayes;Best First;threshold;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.01;0.00;Naive Bayes;Best First;threshold;Smote;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.01;0.01;Naive Bayes;Best First;threshold;Smote;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;Naive Bayes;Best First;threshold;Smote;72.00;334.00;146.00;0.00;0.18;1.00;0.65;0.10
SYNCOPE;6;0.86;0.05;0.07;Naive Bayes;Best First;threshold;Smote;39.00;366.00;154.00;0.00;0.10;1.00;0.65;0.06
SYNCOPE;7;0.88;0.06;0.07;Naive Bayes;Best First;threshold;Smote;16.00;15.00;505.00;23.00;0.52;0.41;0.69;0.42
SYNCOPE;8;0.86;0.07;0.04;Naive Bayes;Best First;threshold;Smote;4.00;11.00;697.00;23.00;0.27;0.15;0.57;0.17
SYNCOPE;9;0.91;0.07;0.05;Naive Bayes;Best First;threshold;Smote;7.00;8.00;524.00;19.00;0.47;0.27;0.63;0.32
SYNCOPE;10;0.89;0.07;0.04;Naive Bayes;Best First;threshold;Smote;4.00;21.00;685.00;26.00;0.16;0.13;0.55;0.11
SYNCOPE;11;0.90;0.07;0.04;Naive Bayes;Best First;threshold;Smote;4.00;15.00;697.00;23.00;0.21;0.15;0.56;0.15
SYNCOPE;12;0.91;0.07;0.48;Naive Bayes;Best First;threshold;Smote;13.00;6.00;383.00;341.00;0.68;0.04;0.51;0.02
SYNCOPE;13;0.92;0.15;0.62;Naive Bayes;Best First;threshold;Smote;332.00;20.00;263.00;133.00;0.94;0.71;0.82;0.60
SYNCOPE;14;0.93;0.22;0.70;Naive Bayes;Best First;threshold;Smote;498.00;132.00;95.00;36.00;0.79;0.93;0.68;0.40
SYNCOPE;15;0.94;0.29;0.04;Naive Bayes;Best First;threshold;Smote;32.00;711.00;18.00;0.00;0.04;1.00;0.51;0.00
SYNCOPE;16;0.95;0.28;0.03;Naive Bayes;Best First;threshold;Smote;3.00;17.00;528.00;12.00;0.15;0.20;0.58;0.15
SYNCOPE;17;0.94;0.27;0.72;Naive Bayes;Best First;threshold;Smote;15.00;0.00;214.00;534.00;1.00;0.03;0.51;0.02
SYNCOPE;18;0.95;0.32;0.62;Naive Bayes;Best First;threshold;Smote;99.00;1.00;292.00;371.00;0.99;0.21;0.60;0.17
SYNCOPE;19;0.94;0.36;0.81;Naive Bayes;Best First;threshold;Smote;265.00;100.00;69.00;439.00;0.73;0.38;0.39;-0.12
SYNCOPE;20;0.95;0.41;0.82;Naive Bayes;Best First;threshold;Smote;28.00;0.00;165.00;700.00;1.00;0.04;0.52;0.01
SYNCOPE;21;0.95;0.45;0.13;Naive Bayes;Best First;threshold;Smote;14.00;26.00;754.00;105.00;0.35;0.12;0.54;0.12
SYNCOPE;22;0.96;0.44;0.99;Naive Bayes;Best First;threshold;Smote;0.00;0.00;13.00;889.00;0.00;0.00;0.00;0.00
SYNCOPE;23;0.96;0.49;0.99;Naive Bayes;Best First;threshold;Smote;888.00;0.00;5.00;11.00;1.00;0.99;0.99;0.47
SYNCOPE;24;0.96;0.53;1.00;Naive Bayes;Best First;threshold;Smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.56;0.03;Naive Bayes;Best First;threshold;Smote;21.00;886.00;3.00;2.00;0.02;0.91;0.46;-0.00
SYNCOPE;26;0.95;0.55;0.01;Naive Bayes;Best First;threshold;Smote;12.00;1315.00;110.00;1.00;0.01;0.92;0.50;0.00
SYNCOPE;27;0.94;0.52;0.01;Naive Bayes;Best First;threshold;Smote;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;Naive Bayes;Best First;threshold;Smote;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;Naive Bayes;Best First;threshold;Smote;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.44;0.01;Naive Bayes;Best First;threshold;Smote;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;109.07;132.80;502.23;128.83;0.35;0.35;0.43;0.13
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.01;0.00;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.01;0.00;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.01;0.00;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.01;0.01;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.01;0.13;Naive Bayes;Best First;sensitive learning;Smote;72.00;334.00;146.00;0.00;0.18;1.00;0.65;0.10
SYNCOPE;6;0.86;0.05;0.07;Naive Bayes;Best First;sensitive learning;Smote;39.00;366.00;154.00;0.00;0.10;1.00;0.88;0.06
SYNCOPE;7;0.88;0.06;0.07;Naive Bayes;Best First;sensitive learning;Smote;16.00;15.00;505.00;23.00;0.52;0.41;0.86;0.42
SYNCOPE;8;0.86;0.07;0.04;Naive Bayes;Best First;sensitive learning;Smote;4.00;11.00;697.00;23.00;0.27;0.15;0.68;0.17
SYNCOPE;9;0.91;0.07;0.05;Naive Bayes;Best First;sensitive learning;Smote;7.00;8.00;524.00;19.00;0.47;0.27;0.86;0.32
SYNCOPE;10;0.89;0.07;0.04;Naive Bayes;Best First;sensitive learning;Smote;4.00;21.00;685.00;26.00;0.16;0.13;0.65;0.11
SYNCOPE;11;0.90;0.07;0.04;Naive Bayes;Best First;sensitive learning;Smote;4.00;15.00;697.00;23.00;0.21;0.15;0.65;0.15
SYNCOPE;12;0.91;0.07;0.48;Naive Bayes;Best First;sensitive learning;Smote;13.00;6.00;383.00;341.00;0.68;0.04;0.55;0.02
SYNCOPE;13;0.92;0.15;0.62;Naive Bayes;Best First;sensitive learning;Smote;332.00;20.00;263.00;133.00;0.94;0.71;0.85;0.60
SYNCOPE;14;0.93;0.22;0.70;Naive Bayes;Best First;sensitive learning;Smote;498.00;132.00;95.00;36.00;0.79;0.93;0.90;0.40
SYNCOPE;15;0.94;0.29;0.04;Naive Bayes;Best First;sensitive learning;Smote;32.00;711.00;18.00;0.00;0.04;1.00;0.66;0.00
SYNCOPE;16;0.95;0.28;0.03;Naive Bayes;Best First;sensitive learning;Smote;3.00;17.00;528.00;12.00;0.15;0.20;0.78;0.15
SYNCOPE;17;0.94;0.27;0.72;Naive Bayes;Best First;sensitive learning;Smote;15.00;0.00;214.00;534.00;1.00;0.03;0.53;0.02
SYNCOPE;18;0.95;0.32;0.62;Naive Bayes;Best First;sensitive learning;Smote;101.00;1.00;292.00;369.00;0.99;0.21;0.81;0.17
SYNCOPE;19;0.94;0.36;0.81;Naive Bayes;Best First;sensitive learning;Smote;265.00;100.00;69.00;439.00;0.73;0.38;0.63;-0.12
SYNCOPE;20;0.95;0.41;0.82;Naive Bayes;Best First;sensitive learning;Smote;28.00;0.00;165.00;700.00;1.00;0.04;0.99;0.01
SYNCOPE;21;0.95;0.45;0.13;Naive Bayes;Best First;sensitive learning;Smote;14.00;26.00;754.00;105.00;0.35;0.12;0.58;0.12
SYNCOPE;22;0.96;0.44;0.99;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;13.00;889.00;0.00;0.00;0.00;0.00
SYNCOPE;23;0.96;0.49;0.99;Naive Bayes;Best First;sensitive learning;Smote;888.00;0.00;5.00;11.00;1.00;0.99;1.00;0.47
SYNCOPE;24;0.96;0.53;1.00;Naive Bayes;Best First;sensitive learning;Smote;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.56;0.03;Naive Bayes;Best First;sensitive learning;Smote;21.00;886.00;3.00;2.00;0.02;0.91;0.44;-0.00
SYNCOPE;26;0.95;0.55;0.01;Naive Bayes;Best First;sensitive learning;Smote;12.00;1315.00;110.00;1.00;0.01;0.92;0.52;0.00
SYNCOPE;27;0.94;0.52;0.01;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;1569.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.94;0.49;0.01;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.46;0.07;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;1593.00;118.00;0.00;0.00;0.00;0.00
SYNCOPE;30;0.95;0.44;0.01;Naive Bayes;Best First;sensitive learning;Smote;0.00;0.00;1737.00;14.00;0.00;0.00;0.00;0.00
MEAN;;;;;;;;;109.13;132.80;502.23;128.77;0.35;0.35;0.52;0.13
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;IBk;no feature selection;no sensitive;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;no feature selection;no sensitive;no resample;1.00;0.00;547.00;1.00;1.00;0.50;1.00;0.67
SYNCOPE;3;0.75;0.00;0.00;IBk;no feature selection;no sensitive;no resample;1.00;1.00;547.00;1.00;0.50;0.50;1.00;0.50
SYNCOPE;4;0.80;0.00;0.01;IBk;no feature selection;no sensitive;no resample;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;IBk;no feature selection;no sensitive;no resample;1.00;2.00;478.00;71.00;0.33;0.01;0.54;0.02
SYNCOPE;6;0.86;0.03;0.07;IBk;no feature selection;no sensitive;no resample;5.00;45.00;475.00;34.00;0.10;0.13;0.60;0.04
SYNCOPE;7;0.87;0.03;0.07;IBk;no feature selection;no sensitive;no resample;3.00;8.00;512.00;36.00;0.27;0.08;0.67;0.09
SYNCOPE;8;0.86;0.04;0.04;IBk;no feature selection;no sensitive;no resample;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.05;IBk;no feature selection;no sensitive;no resample;1.00;3.00;529.00;25.00;0.25;0.04;0.55;0.05
SYNCOPE;10;0.89;0.04;0.04;IBk;no feature selection;no sensitive;no resample;6.00;19.00;687.00;24.00;0.24;0.20;0.65;0.19
SYNCOPE;11;0.90;0.04;0.04;IBk;no feature selection;no sensitive;no resample;2.00;0.00;712.00;25.00;1.00;0.07;0.57;0.13
SYNCOPE;12;0.91;0.04;0.48;IBk;no feature selection;no sensitive;no resample;2.00;0.00;389.00;352.00;1.00;0.01;0.57;0.01
SYNCOPE;13;0.91;0.08;0.62;IBk;no feature selection;no sensitive;no resample;222.00;0.00;283.00;243.00;1.00;0.48;0.77;0.41
SYNCOPE;14;0.92;0.13;0.70;IBk;no feature selection;no sensitive;no resample;473.00;46.00;181.00;61.00;0.91;0.89;0.85;0.67
SYNCOPE;15;0.93;0.17;0.04;IBk;no feature selection;no sensitive;no resample;32.00;527.00;202.00;0.00;0.06;1.00;0.64;0.03
SYNCOPE;16;0.95;0.16;0.03;IBk;no feature selection;no sensitive;no resample;0.00;2.00;543.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.93;0.16;0.72;IBk;no feature selection;no sensitive;no resample;2.00;0.00;214.00;547.00;1.00;0.00;0.55;0.00
SYNCOPE;18;0.94;0.19;0.62;IBk;no feature selection;no sensitive;no resample;25.00;35.00;258.00;445.00;0.42;0.05;0.58;-0.05
SYNCOPE;19;0.93;0.22;0.81;IBk;no feature selection;no sensitive;no resample;646.00;2.00;167.00;58.00;1.00;0.92;0.98;0.80
SYNCOPE;20;0.94;0.26;0.82;IBk;no feature selection;no sensitive;no resample;700.00;14.00;151.00;28.00;0.98;0.96;0.93;0.85
SYNCOPE;21;0.94;0.29;0.13;IBk;no feature selection;no sensitive;no resample;92.00;648.00;132.00;27.00;0.12;0.77;0.43;-0.02
SYNCOPE;22;0.94;0.28;0.99;IBk;no feature selection;no sensitive;no resample;668.00;13.00;0.00;221.00;0.98;0.75;0.38;-0.03
SYNCOPE;23;0.95;0.32;0.99;IBk;no feature selection;no sensitive;no resample;890.00;0.00;5.00;9.00;1.00;0.99;1.00;0.52
SYNCOPE;24;0.95;0.36;1.00;IBk;no feature selection;no sensitive;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;IBk;no feature selection;no sensitive;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.45;0.00
SYNCOPE;26;0.93;0.37;0.01;IBk;no feature selection;no sensitive;no resample;4.00;467.00;958.00;9.00;0.01;0.31;0.49;-0.00
SYNCOPE;27;0.93;0.35;0.01;IBk;no feature selection;no sensitive;no resample;0.00;79.00;1490.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;IBk;no feature selection;no sensitive;no resample;0.00;0.00;1657.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;IBk;no feature selection;no sensitive;no resample;2.00;4.00;1589.00;116.00;0.33;0.02;0.57;0.03
SYNCOPE;30;0.93;0.29;0.01;IBk;no feature selection;no sensitive;no resample;13.00;572.00;1165.00;1.00;0.02;0.93;0.82;0.03
MEAN;;;;;;;;;157.33;112.53;522.50;80.57;0.45;0.39;0.55;0.19
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;IBk;no feature selection;threshold;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;IBk;no feature selection;threshold;no resample;1.00;0.00;547.00;1.00;1.00;0.50;0.75;0.67
SYNCOPE;3;0.75;0.00;0.00;IBk;no feature selection;threshold;no resample;1.00;1.00;547.00;1.00;0.50;0.50;0.75;0.50
SYNCOPE;4;0.80;0.00;0.01;IBk;no feature selection;threshold;no resample;0.00;0.00;545.00;5.00;0.00;0.00;0.00;0.00
SYNCOPE;5;0.83;0.00;0.13;IBk;no feature selection;threshold;no resample;1.00;2.00;478.00;71.00;0.33;0.01;0.50;0.02
SYNCOPE;6;0.86;0.03;0.07;IBk;no feature selection;threshold;no resample;5.00;45.00;475.00;34.00;0.10;0.13;0.52;0.04
SYNCOPE;7;0.87;0.03;0.07;IBk;no feature selection;threshold;no resample;3.00;8.00;512.00;36.00;0.27;0.08;0.53;0.09
SYNCOPE;8;0.86;0.04;0.04;IBk;no feature selection;threshold;no resample;0.00;0.00;708.00;27.00;0.00;0.00;0.00;0.00
SYNCOPE;9;0.90;0.04;0.05;IBk;no feature selection;threshold;no resample;1.00;3.00;529.00;25.00;0.25;0.04;0.52;0.05
SYNCOPE;10;0.89;0.04;0.04;IBk;no feature selection;threshold;no resample;6.00;19.00;687.00;24.00;0.24;0.20;0.59;0.19
SYNCOPE;11;0.90;0.04;0.04;IBk;no feature selection;threshold;no resample;2.00;0.00;712.00;25.00;1.00;0.07;0.54;0.13
SYNCOPE;12;0.91;0.04;0.48;IBk;no feature selection;threshold;no resample;2.00;0.00;389.00;352.00;1.00;0.01;0.50;0.01
SYNCOPE;13;0.91;0.08;0.62;IBk;no feature selection;threshold;no resample;222.00;0.00;283.00;243.00;1.00;0.48;0.74;0.41
SYNCOPE;14;0.92;0.13;0.70;IBk;no feature selection;threshold;no resample;469.00;31.00;196.00;65.00;0.94;0.88;0.87;0.71
SYNCOPE;15;0.93;0.17;0.04;IBk;no feature selection;threshold;no resample;32.00;518.00;211.00;0.00;0.06;1.00;0.64;0.03
SYNCOPE;16;0.95;0.16;0.03;IBk;no feature selection;threshold;no resample;0.00;2.00;543.00;15.00;0.00;0.00;0.00;0.00
SYNCOPE;17;0.93;0.16;0.72;IBk;no feature selection;threshold;no resample;2.00;0.00;214.00;547.00;1.00;0.00;0.50;0.00
SYNCOPE;18;0.94;0.19;0.62;IBk;no feature selection;threshold;no resample;25.00;35.00;258.00;445.00;0.42;0.05;0.47;-0.05
